epoch,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,val_boundary_dice
1,0.7964104282117523,0.8818676447868348,0.1364910300076008,0.0776288552582264,0.09752675615251065,0.4267648720741272,0.4540961742401123
2,0.6942589288264249,0.8565172481536866,0.13074395284056664,0.07341396421194077,0.10136467397212982,0.33665937185287476,0.3939981234073639
3,0.6123492989392407,0.822939658164978,0.12620061933994292,0.06971313752233982,0.11835409894585609,0.2319258588552475,0.29710361003875735
4,0.5801587753591284,0.7890725207328796,0.13200146675109864,0.07275058493018151,0.17665428519248963,0.15627944469451904,0.19005008935928344
5,0.5703926017854066,0.7580440807342529,0.1722893400490284,0.10045102335512639,0.3253829091787338,0.1495606754720211,0.13288209304213525
6,0.5492214618530948,0.7271090269088745,0.2560928440093994,0.16506427869200707,0.5212088453769684,0.20637844935059546,0.13568790547549725
7,0.5217771627734192,0.6995769238471985,0.32599147856235505,0.22613132387399673,0.6301024097204209,0.2741139507293701,0.15666980296373367
8,0.5270860891426559,0.6736511588096619,0.38284760892391206,0.2761461691558361,0.6651182109117508,0.3442872609198093,0.1893496686592698
9,0.5201827052947694,0.6470230603218079,0.43135889649391174,0.3181445625424385,0.6752969312667847,0.4107984209060669,0.23040301604196428
10,0.5008622974948546,0.621678831577301,0.46901779651641845,0.35069821059703826,0.6669510847330093,0.46681723833084104,0.2683401201851666
11,0.5067846469119587,0.5991955041885376,0.4903218823671341,0.3701795369386673,0.6567823737859726,0.5007029247283935,0.293923143427819
12,0.47185040245541426,0.5766769480705262,0.5140739184617996,0.3911177653074265,0.6715322780609131,0.5414982104301452,0.32143636122345925
13,0.4705397779435183,0.5562318968772888,0.5310825031995773,0.40651943266391755,0.6425532937049866,0.5773015123605728,0.34725115448236465
14,0.4497111872234176,0.5379438877105713,0.5428476113080979,0.4173949831724167,0.6394642001390457,0.5994334173202515,0.3599349389970303
15,0.43594673078144547,0.5199601364135742,0.5555477124452591,0.4300758355855942,0.6448391723632813,0.6199304866790771,0.3731465195119381
16,0.4246961669584291,0.5015391051769257,0.5673221355676651,0.44172054827213286,0.6445821142196655,0.6433664911985397,0.3889471501111984
