epoch,train_loss,val_loss,val_dice,val_iou,val_precision,val_recall,val_boundary_dice
1,0.988606227182709,0.9522265100479126,0.10205640435218812,0.05502416968345642,0.15791039392352105,0.11910566568374634,0.18082063615322114
2,0.8919923263313496,0.848675684928894,0.29516608342528344,0.19833141058683396,0.23809736266732215,0.6992774534225464,0.5034104585647583
3,0.8618478975464813,0.8266192078590393,0.29996442824602126,0.19967128276824953,0.22878673493862153,0.8119692230224609,0.560541113615036
4,0.8624691446270563,0.9530444121360779,0.08626974552869797,0.04831743258982897,0.1518798850476742,0.08611145980656147,0.05883661252792223
5,0.8822293993646064,0.7846133255958557,0.432893373966217,0.31543329402804376,0.5505433923006058,0.5504812812805175,0.34544242102072154
6,0.7681512315716363,0.70332803606987,0.46776252567768095,0.3401197248697281,0.4908151823282242,0.676430629491806,0.4470960569381714
7,0.7354809974147155,0.6919860529899597,0.4782276725769043,0.3470784568786621,0.48110607504844666,0.7148176461458207,0.4794411611557007
8,0.7065534644422278,0.771752941608429,0.43361613869667054,0.32345335751771925,0.5699964988231659,0.5678784120082855,0.3749809369444847
9,0.725314842916168,0.7042880487442017,0.42917892813682557,0.3074497589468956,0.388363875746727,0.8321210324764252,0.5629254847764968
10,0.6792327442527872,0.6762608718872071,0.5020846819877625,0.37360951125621794,0.5263945364952087,0.7114026820659638,0.48882303237915037
11,0.6657483089814143,0.6354747211933136,0.4903118962049484,0.3637945145368576,0.4522698038816452,0.8096223545074462,0.5488313502073288
12,0.6473414776599513,0.6151604759693146,0.5540607231855392,0.42377811431884765,0.5655085980892182,0.7320861458778382,0.49773806452751157
13,0.6251219948836132,0.5892876756191253,0.5555121272802352,0.42956939578056336,0.5412335884571076,0.7708070576190948,0.5392965936660766
14,0.6098535691214874,0.7248756897449493,0.4290884029865265,0.3173777911067009,0.3568193942308426,0.8168279504776002,0.5784063971042633
15,0.6189799762405126,0.6511634588241577,0.4700886833667755,0.349817750453949,0.4062008821964264,0.8072384929656983,0.5757154369354248
16,0.6156449737274541,0.5929707205295562,0.575141830444336,0.44383867144584654,0.6016222202777862,0.7268674659729004,0.5477181327342987
17,0.5724228098329189,0.5286065995693207,0.6383758711814881,0.5166117006540298,0.6720931601524353,0.729982566833496,0.5376017892360687
18,0.58167815815031,0.5752668607234955,0.5770388221740723,0.4504094350337982,0.6425550866127014,0.7017344129085541,0.5161654555797577
19,0.5909156018653802,0.7086712539196014,0.4502649611234665,0.3231389769911766,0.48846853733062745,0.6108993887901306,0.444673947095871
20,0.6198710762293993,0.5810302197933197,0.59017538189888,0.460347301363945,0.6075650453567505,0.7405204081535339,0.5541154539585114
21,0.564269878431759,0.5423847091197967,0.6120373427867889,0.4885450631380081,0.5762912607192994,0.8111826276779175,0.5918417048454284
22,0.5325048579051431,0.5507037520408631,0.6475483763217926,0.535920792222023,0.686558542251587,0.7127156019210815,0.5347241270542145
23,0.5220483226322494,0.530226639509201,0.6657951474189758,0.5504947799444199,0.6878806245326996,0.7541191864013672,0.5558431196212769
24,0.5107077304768352,0.5057173562049866,0.6522728502750397,0.5330633008480072,0.6018777740001678,0.8616126418113709,0.6177408528327942
25,0.5083882463189353,0.4920992565155029,0.669878990650177,0.5529702007770538,0.6344490575790406,0.846708083152771,0.6120547997951508
26,0.5012012474832281,0.46850180804729463,0.6881811702251435,0.5713842588663102,0.7146147000789642,0.7674875819683075,0.5734872043132782
27,0.5045685332960788,0.5093668758869171,0.6740284276008606,0.5503364372253418,0.7095511102676392,0.7385492277145386,0.5574450767040253
28,0.499295572527742,0.48531074047088624,0.6923421287536621,0.5778818279504776,0.7285789155960083,0.7518786418437958,0.5636851763725281
29,0.4868103197190614,0.5217251026630402,0.6340942394733429,0.5184538018703461,0.6087358796596527,0.8426426088809967,0.6106799042224884
30,0.5013168993513141,0.4563921892642975,0.6891601991653442,0.5735277611017228,0.648878470659256,0.8481457877159119,0.619436776638031
31,0.478788099589601,0.475331666469574,0.6968519592285156,0.5864165461063385,0.7442379426956177,0.7551074409484864,0.566599817276001
32,0.4651393080707145,0.48470497131347656,0.6850908672809601,0.5693238627910614,0.6935815560817719,0.8075067496299744,0.6026453351974488
33,0.46862948389179937,0.47012458682060243,0.706687902212143,0.5970445859432221,0.7195819699764252,0.7970640707015991,0.5897811651229858
34,0.4505761708833475,0.46649751901626585,0.6870370697975159,0.5714571678638458,0.712722294330597,0.7799622273445129,0.587861362695694
35,0.44673791237637006,0.4527285903692245,0.681366685628891,0.5667324268817902,0.6265226948261261,0.8797441411018372,0.6406568026542664
36,0.4582265665573356,0.43573154509067535,0.7075742435455322,0.593944582939148,0.6868773412704468,0.8339258551597595,0.6099013471603394
37,0.44612145740374,0.45327178299427034,0.7121342396736146,0.601204195022583,0.7292684495449067,0.7968361496925354,0.5932250893115998
38,0.4368828715740052,0.48310890674591067,0.7102403759956359,0.601354079246521,0.7263566243648529,0.7848262679576874,0.5804711818695069
39,0.43529543702581286,0.46529863119125364,0.6901386833190918,0.5866558170318603,0.7053887379169465,0.7726832103729248,0.5754282426834106
40,0.4385935738023403,0.5008531129360199,0.7053590214252472,0.5975041556358337,0.7600505793094635,0.7302360081672669,0.5560195779800415
41,0.46802264662970483,0.44982069909572603,0.7148077917098999,0.6074005365371704,0.7343864893913269,0.7970546269416809,0.5887654805183411
42,0.431164690878539,0.4660250985622406,0.6857214939594268,0.5717742186784744,0.6419794309139252,0.8713847661018371,0.6315039348602295
43,0.430375457864947,0.5114046794176101,0.7037762117385864,0.5994653129577636,0.7657148790359497,0.7346818041801453,0.5531118607521057
44,0.43585481699061607,0.4513600444793701,0.7126813519001007,0.5995531213283539,0.7074801683425903,0.8162033677101135,0.596616770029068
45,0.42011789173151537,0.4104108715057373,0.7431916105747223,0.6351075911521912,0.7204830992221832,0.8573578834533692,0.6291437554359436
46,0.4296259709955317,0.4752693259716034,0.6483679831027984,0.5257498443126678,0.5862662947177887,0.8860285806655884,0.640814163684845
47,0.4320248415512321,0.4704000067710876,0.721922527551651,0.6197695344686508,0.7519981861114502,0.7803484320640564,0.5910155630111694
48,0.4145492081884789,0.4801906645298004,0.7217369294166565,0.6110432624816895,0.7497754979133606,0.7811226272583007,0.5876608622074128
49,0.45804606813245113,0.4875665456056595,0.6956429386138916,0.582069786787033,0.7500494873523712,0.7473198771476746,0.5663835513591766
50,0.4292758261471723,0.4532075798511505,0.7097848749160767,0.5969823896884918,0.6962305176258087,0.8317947506904602,0.6137132239341736
51,0.43663269307761066,0.4201571452617645,0.7385686612129212,0.635787364244461,0.7496233332157135,0.811433584690094,0.5983821058273315
52,0.42704099139808555,0.4220566773414612,0.7333053874969483,0.6267019867897033,0.7474046778678894,0.8093399000167847,0.5914777064323425
53,0.3943077002742649,0.46063757002353667,0.7313246941566467,0.619848301410675,0.7763616943359375,0.7747032940387726,0.5907294130325318
54,0.40527664837056554,0.44693015336990355,0.6862191224098205,0.5769748783111572,0.6530394208431244,0.8415337467193603,0.6079198145866394
55,0.42307931936420173,0.4270678508281708,0.7055700838565826,0.5899359285831451,0.6545062291622162,0.8778732967376709,0.629461874961853
56,0.40420020945304264,0.4409752970933914,0.725455631017685,0.6167798793315887,0.7822688722610474,0.7628359508514404,0.5716014969348907
57,0.4184072149538361,0.4450513184070587,0.7123826026916504,0.6096724140644073,0.7073390114307404,0.800639044046402,0.5877411937713624
58,0.4153843963831927,0.44411966025829314,0.6891508436203003,0.574406281709671,0.6325836336612701,0.8717553162574768,0.6267167639732361
59,0.41317350925069996,0.42904551029205323,0.7337722659111023,0.6301227629184722,0.7569976210594177,0.7881822836399078,0.578459323644638
60,0.4028498407750003,0.4329452747106552,0.7385659682750702,0.6361838018894196,0.7623881196975708,0.8061714911460877,0.6007926547527314
61,0.4156317092412341,0.4209331786632538,0.7252996897697449,0.6169148910045624,0.6995372581481933,0.8575821900367737,0.628801509141922
62,0.39568010196749087,0.40820688724517823,0.7414136254787445,0.6306426560878754,0.7210630989074707,0.8572348332405091,0.6239981663227081
63,0.4145931133390528,0.4807078814506531,0.7152462780475617,0.6151008927822113,0.7814495587348937,0.7421687698364258,0.5641687262058258
64,0.4074424110946402,0.42079118728637693,0.7476544404029846,0.6413300967216492,0.74827712059021,0.8379243779182434,0.6179931247234345
65,0.39806362696453534,0.41483956515789033,0.7413956606388092,0.6339802324771882,0.717723423242569,0.8743020868301392,0.6283400249481201
66,0.4263945184977709,0.4303788846731186,0.7418418955802918,0.6420276689529419,0.7587594032287598,0.8047371315956116,0.5983772528171539
67,0.4026384192757902,0.417554172873497,0.7328974723815918,0.6268592059612275,0.7045605671405792,0.8564037752151489,0.6278969097137451
68,0.4002048539376892,0.40949776232242585,0.7583188676834106,0.6581400656700134,0.8052524495124816,0.7895625853538513,0.594704155921936
69,0.4016171241492297,0.42867845714092256,0.7273200356960297,0.621931780576706,0.7053888177871704,0.8612294149398804,0.6294347298145294
70,0.39037662441224125,0.41708603262901306,0.7535282564163208,0.6527768909931183,0.7723172557353973,0.8226069760322571,0.6058680903911591
71,0.3959249077381286,0.43182329058647156,0.7505542373657227,0.6534211778640747,0.7917515516281128,0.78944002866745,0.5926405608654022
72,0.3869994982945181,0.4385531002283096,0.7418506193161011,0.6442638349533081,0.7620396220684051,0.7906270694732666,0.5926610732078552
73,0.39439669712982345,0.38737785279750825,0.768552896976471,0.6668569195270538,0.7549323344230652,0.8512510275840759,0.6292596960067749
74,0.38833977651279583,0.4074268937110901,0.7490212666988373,0.6472945880889892,0.7280074429512023,0.868036572933197,0.6361515045166015
75,0.3767735561174629,0.4045059657096863,0.7638103461265564,0.662904543876648,0.7810308814048768,0.8174914336204528,0.6087498867511749
76,0.38362723101029356,0.4056731903553009,0.752063536643982,0.6503745889663697,0.7589272284507751,0.8271869945526124,0.6116282868385315
77,0.3854591516794357,0.4249831306934357,0.7398767483234405,0.6453844606876373,0.7914352488517761,0.7769905185699463,0.5778992795944213
78,0.3834348659863514,0.38954445242881774,0.7616411185264588,0.6603028428554535,0.7620107138156891,0.8322781431674957,0.6136928343772888
79,0.3826159634421357,0.3990550172328949,0.7690152478218079,0.6679921412467956,0.7758402347564697,0.8341033482551574,0.6171522331237793
80,0.38470057681598496,0.4067937982082367,0.7543234491348266,0.6593938970565796,0.7795891761779785,0.8010192656517029,0.6009738802909851
81,0.3722919443276076,0.41622995257377626,0.76236976146698,0.659130951166153,0.774782567024231,0.8205692720413208,0.6153968155384064
82,0.3799415755588397,0.4287430155277252,0.7337647426128387,0.6336458563804627,0.76128741979599,0.7854760015010833,0.5943998575210572
83,0.36335555562930827,0.4071061736345291,0.7443651902675629,0.6428011131286621,0.7393122375011444,0.8319442272186279,0.6266827201843261
84,0.3649913985117347,0.3918903636932373,0.7482331919670105,0.6377015280723571,0.7042683732509613,0.8769976544380188,0.6415018224716187
85,0.3724719374316984,0.40957162976264955,0.7423262977600098,0.6421704196929932,0.7345145559310913,0.844221705198288,0.6229743456840515
86,0.3871915972074576,0.41394510865211487,0.7475243020057678,0.648597595691681,0.7807557892799377,0.7940659928321838,0.6013319659233093
